ugotowaæ Oluni zupke,True,2023-12-12 12:12:12,5
ugotowaæ Oluni zupke,True,2023-12-12 12:12:12,5
ugotowaæ Oluni zupke,True,2023-12-12 12:12:12,5
ugotowaæ Oluni zupke,True,2023-12-12 12:12:12,5
ugotowaæ Oluni zupke,False,2023-12-12 12:12:12,5
ugotowaæ Oluni zupke,False,2023-12-12 12:12:12,5
ugotowaæ Oluni zupke,False,2023-12-12 12:12:12,5
ugotowaæ Oluni zupke,False,2023-12-12 12:12:12,5
ugotowaæ Oluni zupke,False,2023-12-12 12:12:12,5
ugotowaæ Oluni zupke,False,2023-12-12 12:12:12,5
ugotowaæ Oluni zupke,False,2023-12-12 12:12:12,5
ugotowaæ Oluni zupke,False,2023-12-12 12:12:12,5
ugotowaæ Oluni zupke,False,2023-12-12 12:12:12,5
ugotowaæ Oluni zupke,False,2023-12-12 12:12:12,5
